hero0,hero1,hero2,hero3,hero4,hero5,hero6,hero7,hero8,hero9,radiant_win
54,74,84,9,2,83,70,30,34,6,True
91,1,14,98,69,25,8,86,114,21,False
44,85,123,21,135,62,49,26,121,101,True
34,112,102,12,99,84,63,70,96,8,True
26,14,2,21,44,93,27,16,9,34,True
30,135,101,1,11,70,121,8,86,26,False
84,71,45,70,8,56,74,99,123,96,True
7,84,9,120,106,12,47,14,17,46,False
7,50,102,91,8,12,44,88,47,87,True
5,25,99,114,19,62,14,98,41,112,False
108,12,36,68,27,5,22,123,6,35,False
11,1,120,119,14,74,70,75,86,98,False
28,42,31,1,47,7,27,104,22,101,True
14,129,21,104,101,26,87,11,98,93,True
74,1,21,17,8,114,81,82,25,53,True
36,98,102,41,74,123,84,86,8,42,False
71,14,6,129,106,2,123,9,53,52,False
18,112,21,108,39,123,17,64,47,60,True
1,88,129,25,101,83,26,54,126,68,False
99,31,123,95,20,114,22,47,71,44,False
98,22,72,92,53,121,20,87,70,96,False
64,11,96,14,67,123,18,2,83,102,False
14,8,11,74,120,35,70,31,40,114,True
86,119,48,22,108,93,64,35,25,74,False
14,26,28,93,112,70,9,56,27,49,True
75,99,126,44,37,52,6,35,105,67,False
8,96,17,14,47,29,27,13,54,121,True
8,53,105,129,41,1,84,123,14,69,True
90,75,35,31,41,56,51,123,69,105,False
51,73,108,99,18,92,21,106,62,59,True
36,76,8,88,69,58,35,54,84,2,False
46,101,54,30,120,135,8,83,26,11,False
30,114,28,11,33,85,17,5,104,1,False
94,84,79,128,112,62,26,15,34,71,True
8,86,11,107,61,27,2,13,70,74,True
42,48,76,94,39,105,21,112,63,101,True
112,35,32,26,29,101,40,88,104,1,True
71,119,28,23,95,104,121,11,56,86,True
9,76,75,1,49,72,25,8,26,16,False
119,84,102,1,20,87,35,99,94,105,True
102,81,121,21,17,27,6,46,80,50,True
18,74,61,104,26,88,69,59,33,36,True
109,100,26,49,121,36,104,84,54,91,True
2,57,113,34,14,74,5,97,1,28,True
23,99,104,74,54,12,37,114,18,35,True
48,23,32,27,74,44,26,99,35,29,True
40,27,98,48,88,7,28,21,22,87,True
108,64,106,54,86,32,37,121,6,84,False
105,84,44,69,96,85,20,48,30,93,False
19,126,7,100,14,62,105,40,28,89,False
97,18,17,90,27,53,6,26,15,16,False
45,22,81,114,84,103,8,61,86,15,True
2,119,100,109,98,41,128,35,14,16,True
59,44,50,25,98,54,129,17,85,31,False
68,63,26,18,56,49,27,89,99,79,False
93,46,14,29,89,74,97,94,86,67,False
17,42,31,70,121,75,135,21,41,46,False
22,111,84,67,35,2,26,93,21,105,True
35,128,28,64,6,81,44,8,23,14,False
36,14,71,59,93,33,106,5,98,69,True
94,120,84,36,6,71,9,48,21,68,False
96,84,94,69,13,7,14,36,68,89,False
102,83,126,31,64,49,91,101,113,103,True
114,49,35,123,21,16,2,59,12,81,False
45,27,47,108,32,90,67,93,99,75,False
74,83,86,14,94,11,62,121,44,30,False
77,93,112,32,20,99,102,22,48,9,False
72,104,50,135,76,67,71,21,46,99,False
58,23,70,12,84,74,100,54,48,26,False
84,35,32,104,6,44,5,14,31,74,True
43,11,86,74,99,26,1,35,109,84,False
104,14,105,112,8,42,25,54,33,74,False
2,123,19,10,25,93,27,74,26,135,False
104,59,22,93,36,6,81,39,91,68,True
50,56,2,15,87,67,74,21,30,103,True
20,13,104,44,74,40,97,114,57,2,False
99,6,26,107,126,21,23,53,70,85,False
8,29,62,123,86,33,74,48,84,25,False
41,30,13,120,55,54,28,14,100,25,True
79,47,5,41,42,101,119,23,8,18,True
42,14,100,74,34,28,106,21,39,62,False
74,14,67,107,135,120,39,21,63,101,False
71,21,28,34,62,10,46,81,26,33,False
11,1,96,28,26,84,2,9,14,93,True
75,9,34,126,30,33,46,50,40,91,True
121,2,61,105,70,72,37,68,35,104,True
53,8,39,135,46,81,17,75,4,7,False
56,123,8,7,28,45,9,84,12,2,False
74,104,27,14,19,45,68,8,73,4,False
84,46,55,42,86,64,128,98,67,39,True
98,63,88,44,5,46,11,90,99,16,False
34,35,84,50,1,21,16,94,58,67,False
64,69,31,80,93,104,74,5,8,25,False
16,6,8,105,129,39,41,99,48,84,True
81,22,71,35,6,14,19,21,47,56,True
95,90,45,94,25,101,71,48,104,35,False
56,45,18,30,14,84,12,20,25,69,True
7,104,46,14,83,23,47,39,32,31,False
74,23,58,91,99,35,50,75,22,109,False
68,30,95,98,129,27,56,58,44,22,False
81,100,46,31,67,21,26,18,2,121,True
74,104,26,25,126,50,72,105,14,44,True
98,71,119,2,106,53,74,39,48,18,False
64,42,4,119,25,8,22,94,121,14,False
112,67,36,85,106,28,22,50,101,8,False
26,62,27,74,70,42,19,71,11,84,False
27,15,30,34,98,35,5,10,14,80,False
14,9,21,11,95,105,25,99,71,7,True
1,30,45,123,74,21,36,60,64,119,False
114,44,105,78,2,35,14,49,11,29,False
48,11,44,113,61,4,26,35,33,59,True
43,16,1,32,76,21,25,88,27,78,True
3,72,27,126,32,23,57,8,42,34,False
12,31,123,7,26,28,44,20,112,46,False
94,15,23,109,79,19,11,104,4,26,True
87,32,21,41,64,35,39,62,59,123,True
34,111,97,86,67,84,50,98,17,42,True
68,2,9,4,47,22,74,63,29,71,False
29,50,20,70,82,106,27,5,94,112,True
32,75,70,119,44,11,101,63,26,74,True
86,109,53,22,7,29,19,17,91,73,True
30,59,27,47,72,129,9,67,100,34,True
123,75,41,5,11,55,8,84,20,96,True
104,2,83,121,21,98,74,30,4,68,False
63,25,27,98,35,32,113,14,26,42,True
54,53,50,38,26,21,22,35,105,113,True
120,98,73,100,8,27,11,105,18,41,False
61,16,98,48,5,53,34,101,82,102,True
5,8,128,35,19,34,94,135,26,50,True
14,9,11,26,44,21,84,17,67,113,False
80,8,64,101,34,33,40,11,44,49,True
13,123,35,99,27,64,44,104,105,14,True
29,40,12,21,101,6,26,17,44,84,False
14,37,4,8,21,84,72,10,45,1,False
30,84,108,65,41,8,119,35,110,9,True
104,109,14,35,103,26,61,30,84,6,True
69,68,21,81,64,13,19,27,112,67,True
57,53,42,73,85,34,121,71,44,26,True
59,129,68,83,6,35,114,85,29,30,True
8,121,14,78,111,11,104,56,9,84,True
114,6,37,41,81,38,105,99,123,21,True
32,22,44,14,100,56,68,114,55,30,True
2,84,36,48,40,88,108,13,113,25,False
47,68,35,61,6,135,16,36,101,74,False
58,55,44,86,51,70,30,97,104,93,True
99,35,14,93,26,101,94,104,1,120,True
62,93,40,105,6,103,83,109,14,68,False
32,33,83,25,37,102,99,39,28,98,True
27,2,70,104,11,84,81,95,101,8,True
2,30,114,47,48,67,74,14,119,35,False
68,5,32,18,104,47,19,74,112,42,True
68,84,99,1,6,11,51,74,88,44,True
6,2,111,16,99,94,75,48,41,68,False
26,99,13,48,7,4,112,93,103,76,False
99,84,68,22,67,76,30,94,135,75,True
111,49,21,35,14,31,78,73,103,93,True
87,94,98,25,21,86,44,61,102,83,False
37,26,4,35,112,83,41,94,74,84,False
35,129,40,104,11,37,25,57,101,99,False
8,76,47,16,14,20,56,49,37,45,True
49,39,62,44,100,55,9,53,114,93,True
121,25,49,27,41,106,67,97,14,69,False
4,11,17,5,80,66,1,84,99,23,False
105,75,55,42,80,120,36,34,41,96,False
5,80,70,74,22,110,14,49,21,6,True
32,13,135,53,121,44,26,10,123,120,True
99,30,40,82,89,9,97,12,21,101,True
76,87,100,104,42,21,97,81,105,35,False
101,27,6,40,64,70,123,7,25,97,False
34,2,31,70,50,48,119,17,29,22,True
46,70,64,20,78,67,37,26,76,110,True
71,112,11,105,48,17,33,68,14,19,True
10,44,5,90,17,111,67,119,123,36,True
129,102,112,40,56,14,73,62,25,48,True
74,13,52,6,61,62,91,113,89,76,False
67,68,74,62,69,10,72,17,45,121,True
48,135,6,19,74,50,30,99,70,35,False
128,4,15,16,54,95,76,93,126,105,False
11,53,67,26,14,112,54,84,35,96,True
46,126,88,129,26,31,45,100,69,8,False
35,14,13,31,1,49,85,53,48,15,True
135,7,30,35,8,67,39,5,53,71,True
16,114,9,23,75,28,49,78,74,20,True
27,58,10,8,2,104,51,31,93,128,True
23,21,93,121,69,19,70,99,73,75,False
29,5,36,6,8,68,105,84,42,108,False
87,83,113,121,48,74,111,56,72,14,True
120,6,21,50,44,123,14,121,39,20,True
55,51,35,34,86,6,120,62,64,121,True
119,15,68,13,106,6,27,1,58,97,True
78,56,30,26,54,55,83,48,21,6,False
17,113,30,55,48,128,74,71,31,42,True
113,12,19,88,38,47,46,5,93,56,True
81,67,34,14,57,104,1,26,62,30,True
95,57,14,53,1,102,83,36,63,35,False
86,102,25,41,71,64,2,15,26,72,False
50,49,17,68,48,35,69,41,121,75,True
26,95,72,59,1,27,99,44,20,10,True
39,1,85,128,2,94,37,63,81,26,False
35,76,22,49,8,2,135,43,42,20,True
23,84,6,120,58,33,107,11,2,50,False
21,93,74,104,86,90,114,62,70,35,False
101,53,25,49,67,26,30,46,44,2,False
35,74,112,28,9,2,14,48,30,129,True
34,12,33,43,59,66,32,11,55,106,True
16,121,123,26,48,14,104,30,11,54,True
25,42,93,14,21,67,35,53,10,100,False
3,74,99,6,93,26,61,41,14,42,True
48,23,32,27,74,44,26,99,35,29,True
40,27,98,48,88,7,28,21,22,87,True
108,64,106,54,86,32,37,121,6,84,False
105,84,44,69,96,85,20,48,30,93,False
19,126,7,100,14,62,105,40,28,89,False
97,18,17,90,27,53,6,26,15,16,False
45,22,81,114,84,103,8,61,86,15,True
2,119,100,109,98,41,128,35,14,16,True
59,44,50,25,98,54,129,17,85,31,False
68,63,26,18,56,49,27,89,99,79,False
93,46,14,29,89,74,97,94,86,67,False
17,42,31,70,121,75,135,21,41,46,False
22,111,84,67,35,2,26,93,21,105,True
35,128,28,64,6,81,44,8,23,14,False
36,14,71,59,93,33,106,5,98,69,True
94,120,84,36,6,71,9,48,21,68,False
96,84,94,69,13,7,14,36,68,89,False
102,83,126,31,64,49,91,101,113,103,True
114,49,35,123,21,16,2,59,12,81,False
45,27,47,108,32,90,67,93,99,75,False
74,83,86,14,94,11,62,121,44,30,False
77,93,112,32,20,99,102,22,48,9,False
72,104,50,135,76,67,71,21,46,99,False
58,23,70,12,84,74,100,54,48,26,False
84,35,32,104,6,44,5,14,31,74,True
43,11,86,74,99,26,1,35,109,84,False
104,14,105,112,8,42,25,54,33,74,False
2,123,19,10,25,93,27,74,26,135,False
26,112,126,18,21,11,27,48,14,68,False
73,119,129,35,26,44,62,58,74,123,False
28,84,71,3,20,59,26,96,109,95,False
8,31,42,90,74,67,34,129,21,26,True
9,84,129,11,48,81,114,86,68,47,True
110,42,22,123,87,14,90,33,37,70,False
53,98,12,13,26,71,41,36,73,79,False
93,20,14,106,135,121,25,72,34,99,True
2,45,135,42,37,35,95,59,9,75,False
6,29,93,16,74,14,11,105,84,32,True
40,8,11,14,53,6,75,44,104,74,True
86,67,20,104,22,16,29,5,25,12,True
100,36,11,5,89,14,31,98,94,74,False
53,8,40,44,56,14,74,2,41,63,False
41,126,5,71,21,101,31,96,74,62,False
6,71,108,120,58,107,123,21,10,88,True
104,20,50,93,2,114,56,74,90,41,True
44,9,63,42,22,26,84,96,21,93,True
84,92,70,119,58,80,35,23,38,15,False
3,67,50,29,14,1,101,43,34,30,False
19,135,112,42,88,35,99,104,9,46,True
30,14,85,17,35,71,32,42,9,106,False
17,71,20,48,26,6,34,60,87,9,False
34,99,114,9,37,2,75,54,76,121,False
79,49,30,48,113,25,41,35,71,27,True
79,104,16,9,74,75,41,14,47,35,False
54,48,50,46,47,105,16,60,11,75,False
34,42,41,105,26,25,14,74,44,30,True
93,64,53,21,45,123,48,73,10,119,False
80,7,121,94,111,90,51,16,74,73,True
129,47,26,40,48,2,64,35,105,22,False
21,8,7,16,37,75,35,2,25,120,True
67,98,62,121,106,85,71,13,41,51,True
2,13,114,10,26,21,67,53,84,40,False
88,23,101,14,94,35,15,59,79,104,False
56,104,44,50,15,20,67,22,126,70,True
74,47,90,68,46,67,22,81,79,15,True
46,123,98,109,9,97,16,70,37,88,False
6,90,35,9,64,93,22,45,58,82,True
62,8,44,104,83,38,129,47,56,86,True
104,46,110,67,9,126,18,81,21,7,True
100,84,41,34,101,74,21,67,27,97,False
100,90,80,106,56,44,16,8,9,45,False
123,93,26,35,28,83,4,44,101,21,False
34,28,26,35,9,6,112,99,105,75,True
48,88,5,42,68,7,135,16,6,64,True
53,54,71,97,75,57,93,51,5,120,False
7,8,47,85,86,5,97,74,51,100,True
14,9,12,2,7,114,5,106,121,55,False
17,120,19,32,74,42,90,31,25,102,True
81,64,119,114,2,74,30,8,54,75,True
129,7,63,8,30,74,108,128,33,31,True
55,47,25,28,15,30,62,42,3,98,False
2,50,1,73,36,28,119,48,39,110,False
105,1,14,23,29,46,67,37,2,40,True
19,135,86,2,114,18,25,112,105,88,True
67,83,40,2,95,20,1,30,98,97,True
68,47,86,6,35,123,66,36,93,14,True
62,70,123,47,126,72,120,46,31,87,True
44,102,36,123,5,39,105,93,84,28,True
25,106,21,27,93,6,33,14,99,48,True
90,62,64,23,55,120,56,86,18,13,True
70,34,121,2,62,88,126,26,81,71,True
7,8,88,60,120,46,49,86,20,32,True
114,6,37,41,81,38,105,99,123,21,True
32,22,44,14,100,56,68,114,55,30,True
2,84,36,48,40,88,108,13,113,25,False
47,68,35,61,6,135,16,36,101,74,False
58,55,44,86,51,70,30,97,104,93,True
99,35,14,93,26,101,94,104,1,120,True
62,93,40,105,6,103,83,109,14,68,False
32,33,83,25,37,102,99,39,28,98,True
27,2,70,104,11,84,81,95,101,8,True
2,30,114,47,48,67,74,14,119,35,False
68,5,32,18,104,47,19,74,112,42,True
68,84,99,1,6,11,51,74,88,44,True
6,2,111,16,99,94,75,48,41,68,False
26,99,13,48,7,4,112,93,103,76,False
99,84,68,22,67,76,30,94,135,75,True
111,49,21,35,14,31,78,73,103,93,True
87,94,98,25,21,86,44,61,102,83,False
37,26,4,35,112,83,41,94,74,84,False
35,129,40,104,11,37,25,57,101,99,False
8,76,47,16,14,20,56,49,37,45,True
49,39,62,44,100,55,9,53,114,93,True
121,25,49,27,41,106,67,97,14,69,False
4,11,17,5,80,66,1,84,99,23,False
105,75,55,42,80,120,36,34,41,96,False
5,80,70,74,22,110,14,49,21,6,True
32,13,135,53,121,44,26,10,123,120,True
99,30,40,82,89,9,97,12,21,101,True
76,87,100,104,42,21,97,81,105,35,False
101,27,6,40,64,70,123,7,25,97,False
34,2,31,70,50,48,119,17,29,22,True
101,110,21,70,11,94,15,47,9,27,False
25,119,69,21,42,87,67,93,76,41,True
111,106,104,128,105,97,64,103,57,10,True
35,44,121,45,59,9,111,99,48,80,True
135,94,62,14,106,70,111,102,25,76,False
35,44,46,33,98,14,62,22,7,54,True
32,34,21,44,29,49,83,109,23,101,False
14,36,27,113,114,135,26,72,86,46,True
74,39,21,99,14,68,27,12,47,28,True
14,99,40,33,1,46,70,121,37,2,False
126,101,2,22,99,41,58,95,14,105,True
101,94,36,2,14,16,84,83,35,25,True
84,25,36,21,8,86,85,74,44,59,True
10,129,37,47,16,21,98,44,9,53,True
121,99,113,54,53,44,32,119,74,30,False
47,11,30,32,42,45,82,74,6,33,True
105,89,23,94,45,106,121,129,128,10,True
35,8,121,84,29,112,53,9,41,25,True
112,16,114,11,42,93,25,98,50,7,True
93,84,27,74,120,5,11,25,9,41,False
47,36,30,67,14,112,48,17,42,87,False
21,9,104,55,48,93,16,28,26,53,True
123,23,8,5,35,112,70,11,98,64,False
99,97,70,8,119,41,123,112,98,62,True
16,15,12,14,34,57,42,74,101,96,True
129,33,49,81,22,46,26,100,88,17,True
35,54,14,23,44,34,36,93,67,91,True
16,9,68,35,48,75,8,11,97,82,True
81,103,104,75,52,26,25,18,112,67,True
103,17,22,74,101,113,6,60,126,91,True
121,74,2,95,25,17,41,87,97,71,True
9,12,15,84,47,102,35,94,16,14,True
11,111,129,91,95,71,2,35,84,10,True
106,33,128,35,81,39,4,8,84,30,False
84,16,109,99,74,135,22,40,102,48,True
121,76,20,1,2,71,68,74,14,18,True
77,84,49,75,45,27,63,62,8,98,True
94,96,14,56,5,12,71,55,63,6,True
51,33,44,1,25,8,45,35,100,120,False
42,72,91,62,11,129,9,89,36,121,False
9,99,32,26,76,104,43,109,45,119,True
129,79,68,11,48,13,14,33,84,44,False
35,29,26,47,71,79,1,85,73,13,True
14,26,18,52,35,2,11,25,27,62,True
17,84,98,114,9,104,50,1,59,25,True
100,22,94,53,7,67,1,27,16,32,False
9,67,34,49,68,12,16,21,65,75,True
10,70,123,26,120,114,84,83,20,112,True
12,28,113,81,22,42,64,96,26,7,False
14,25,50,67,16,4,55,11,88,111,True
78,90,74,4,14,42,63,96,21,50,False
20,13,49,12,86,34,62,18,98,22,False
106,49,25,123,21,73,10,50,86,120,False
14,26,90,105,18,27,86,11,67,33,False
44,56,26,84,97,14,8,119,63,21,False
58,32,77,47,49,48,30,119,2,109,True
104,19,27,25,59,26,6,34,49,3,False
40,11,41,14,74,68,55,20,34,27,True
13,7,6,10,5,104,25,101,81,11,False
107,39,86,35,74,64,71,126,21,42,False
104,53,19,73,11,5,6,60,110,2,True
21,112,49,42,26,2,50,10,84,126,True
14,37,93,135,43,99,123,27,8,34,False
84,89,8,97,119,108,30,17,41,105,True
69,58,46,36,35,74,44,71,5,40,False
8,62,54,52,44,59,26,82,67,56,False
121,91,120,16,48,22,123,8,61,26,True
19,74,42,105,28,34,36,14,81,7,False
46,38,26,8,74,28,11,51,68,81,True
88,15,48,101,29,13,4,35,83,50,True
102,11,28,44,25,84,29,104,74,87,False
8,33,123,69,68,34,12,59,30,85,False
94,112,41,30,53,14,1,45,68,62,True
86,11,6,65,63,91,43,56,71,15,False
53,67,98,59,90,86,10,111,101,60,True
101,13,3,129,41,106,9,12,102,2,False
84,34,68,101,38,15,58,126,95,16,False
26,112,126,18,21,11,27,48,14,68,False
73,119,129,35,26,44,62,58,74,123,False
28,84,71,3,20,59,26,96,109,95,False
8,31,42,90,74,67,34,129,21,26,True
9,84,129,11,48,81,114,86,68,47,True
110,42,22,123,87,14,90,33,37,70,False
53,98,12,13,26,71,41,36,73,79,False
93,20,14,106,135,121,25,72,34,99,True
2,45,135,42,37,35,95,59,9,75,False
6,29,93,16,74,14,11,105,84,32,True
40,8,11,14,53,6,75,44,104,74,True
86,67,20,104,22,16,29,5,25,12,True
100,36,11,5,89,14,31,98,94,74,False
53,8,40,44,56,14,74,2,41,63,False
41,126,5,71,21,101,31,96,74,62,False
6,71,108,120,58,107,123,21,10,88,True
104,20,50,93,2,114,56,74,90,41,True
44,9,63,42,22,26,84,96,21,93,True
84,92,70,119,58,80,35,23,38,15,False
3,67,50,29,14,1,101,43,34,30,False
19,135,112,42,88,35,99,104,9,46,True
70,123,22,49,74,17,105,21,68,29,True
10,81,93,56,14,57,39,35,25,36,False
62,123,11,2,31,91,8,34,36,84,True
34,32,68,9,105,46,31,69,93,14,True
5,72,43,63,100,68,48,58,98,61,False
20,99,8,26,73,6,128,7,35,85,True
55,40,75,64,76,14,101,99,93,11,True
67,28,30,104,85,90,26,11,70,21,True
74,84,21,9,60,48,14,63,27,47,True
67,57,25,2,35,26,60,27,6,14,False
93,73,99,26,5,111,96,27,4,74,True
64,14,128,4,13,9,8,86,52,104,False
6,35,113,47,37,21,97,5,28,93,False
30,86,47,119,59,71,56,46,26,14,False
70,107,21,11,14,25,101,26,59,74,False
69,70,30,7,40,55,43,111,42,88,False
82,63,30,101,74,35,44,104,75,98,True
90,84,48,94,14,5,39,9,74,41,False
44,9,70,14,35,16,27,26,93,119,True
93,70,26,101,85,128,74,49,8,31,True
55,42,17,14,68,53,20,11,104,8,False
19,6,101,108,84,83,94,104,14,86,True
1,32,69,112,121,68,27,16,72,110,False
54,26,94,13,32,74,105,67,60,4,True
73,6,48,114,75,99,91,41,84,59,True
85,108,39,62,94,71,105,48,47,2,True
128,99,84,35,94,21,13,28,114,126,False
112,19,44,74,68,86,28,3,52,67,True
110,48,112,63,2,76,14,5,28,6,True
63,59,39,104,11,41,114,26,25,106,False
96,67,87,70,22,5,84,104,34,48,False
86,29,53,74,75,28,6,2,99,63,True
23,48,14,105,86,93,64,79,114,126,True
35,90,29,110,12,6,14,46,83,2,False
8,7,22,26,25,32,106,3,73,23,False
6,18,50,81,47,114,11,84,48,14,True
97,106,88,27,45,14,84,11,86,93,False
6,26,25,42,86,74,14,77,5,73,True
106,18,123,74,5,35,42,114,16,119,False
94,9,62,88,81,25,74,18,20,23,False
8,21,53,14,105,67,5,51,36,84,False
113,10,93,13,40,34,98,3,108,35,True
49,36,56,58,67,76,41,119,101,32,False
49,37,8,35,129,39,84,104,25,32,True
36,75,54,74,11,32,45,7,14,40,True
74,41,23,4,30,14,1,26,76,2,False
6,53,42,129,39,128,11,35,9,44,False
41,2,104,63,11,8,103,21,73,126,True
41,23,86,7,100,121,8,5,74,42,False
113,26,68,2,56,101,36,6,99,114,False
81,135,25,8,16,121,59,49,21,112,False
37,96,6,119,107,86,2,114,83,42,False
27,41,14,135,65,8,96,26,43,111,False
104,44,96,26,25,58,21,34,74,41,True
9,29,58,12,23,84,72,68,13,108,False
23,56,112,99,84,14,104,44,35,90,True
73,99,45,74,6,83,64,48,75,44,True
30,86,11,114,59,33,62,26,119,74,True
121,106,54,26,99,74,20,48,22,81,False
7,69,1,99,11,47,75,9,65,32,True
25,95,41,68,112,10,4,19,44,22,False
5,94,104,74,75,46,48,14,121,9,False
59,105,102,44,54,86,6,11,18,14,False
54,11,44,104,26,64,74,8,33,129,True
89,55,22,9,72,63,105,119,13,21,True
101,110,21,70,11,94,15,47,9,27,False
25,119,69,21,42,87,67,93,76,41,True
111,106,104,128,105,97,64,103,57,10,True
35,44,121,45,59,9,111,99,48,80,True
135,94,62,14,106,70,111,102,25,76,False
35,44,46,33,98,14,62,22,7,54,True
32,34,21,44,29,49,83,109,23,101,False
14,36,27,113,114,135,26,72,86,46,True
74,39,21,99,14,68,27,12,47,28,True
14,99,40,33,1,46,70,121,37,2,False
126,101,2,22,99,41,58,95,14,105,True
101,94,36,2,14,16,84,83,35,25,True
84,25,36,21,8,86,85,74,44,59,True
10,129,37,47,16,21,98,44,9,53,True
121,99,113,54,53,44,32,119,74,30,False
47,11,30,32,42,45,82,74,6,33,True
105,89,23,94,45,106,121,129,128,10,True
35,8,121,84,29,112,53,9,41,25,True
112,16,114,11,42,93,25,98,50,7,True
93,84,27,74,120,5,11,25,9,41,False
47,36,30,67,14,112,48,17,42,87,False
21,9,104,55,48,93,16,28,26,53,True
123,23,8,5,35,112,70,11,98,64,False
99,97,70,8,119,41,123,112,98,62,True
16,15,12,14,34,57,42,74,101,96,True
129,33,49,81,22,46,26,100,88,17,True
35,54,14,23,44,34,36,93,67,91,True
16,9,68,35,48,75,8,11,97,82,True
81,103,104,75,52,26,25,18,112,67,True
90,39,86,74,94,42,62,27,47,26,True
16,19,25,93,26,74,114,102,29,37,True
14,74,104,105,21,25,11,68,33,53,True
68,112,22,93,129,126,14,106,113,54,True
87,19,49,48,128,135,1,39,7,85,True
34,67,55,86,27,3,87,6,17,16,True
42,128,74,8,26,12,119,123,35,99,True
110,34,30,35,120,14,25,67,50,22,True
17,121,2,12,88,33,106,44,68,71,True
44,48,73,60,21,67,9,85,112,49,False
129,114,34,27,99,53,73,25,47,97,True
94,126,14,107,75,102,6,26,46,28,False
22,107,44,26,95,75,59,46,35,87,True
68,48,126,60,90,120,2,27,93,10,True
106,71,43,98,40,56,102,78,3,14,True
9,2,50,70,95,33,104,113,49,25,True
20,3,68,75,54,85,30,35,123,81,False
106,22,123,75,30,32,33,47,90,53,False
94,123,49,112,23,14,70,74,78,5,True
46,71,95,83,32,52,41,128,119,70,False
121,81,15,4,60,71,129,99,119,88,True
71,56,9,15,35,21,28,32,30,29,True
81,2,11,100,27,23,51,4,88,114,False
29,72,54,47,101,26,74,10,35,83,False
2,120,7,68,126,76,51,8,9,112,False
27,70,129,71,128,6,33,26,119,40,True
94,121,5,96,88,87,25,50,71,16,True
30,87,18,99,76,129,123,74,112,81,False
25,30,68,6,54,121,46,26,98,47,True
101,14,26,47,67,8,23,97,50,25,True
101,20,2,75,6,15,35,110,74,73,True
129,27,44,101,126,54,47,98,68,102,False
66,4,102,120,30,39,87,78,52,109,False
68,94,51,84,105,14,10,23,35,7,True
16,35,6,14,37,74,126,59,21,64,True
60,9,67,128,114,94,62,123,129,14,True
88,50,119,96,44,6,71,111,46,114,False
79,1,44,51,31,102,110,42,90,46,False
15,110,121,99,44,108,84,81,93,74,False
7,34,1,26,25,2,72,32,11,58,True
100,123,99,41,37,10,121,74,26,69,True
47,58,70,13,11,50,9,2,32,15,True
75,86,101,1,49,52,33,19,76,62,False
28,36,101,22,1,13,32,93,121,11,True
21,48,76,79,49,71,121,70,2,101,True
21,29,5,63,56,109,22,108,64,8,False
109,112,59,14,2,20,61,30,114,74,True
52,129,51,35,10,110,14,44,34,85,False
83,106,119,30,35,126,67,47,22,75,True
2,135,44,20,6,84,8,81,48,91,True
74,22,71,3,70,14,37,55,45,99,True
86,112,63,59,16,49,22,46,14,34,True
27,111,51,71,35,67,14,26,48,30,False
120,74,135,75,104,26,19,14,72,22,True
60,100,76,26,32,71,22,25,102,44,False
42,25,35,83,59,71,8,78,21,40,False
5,119,12,129,106,14,109,11,120,68,True
85,47,9,18,75,7,105,103,104,49,True
84,4,36,61,5,28,40,37,45,114,False
70,39,20,77,83,76,19,40,48,14,True
71,12,75,44,112,123,94,43,96,64,True
85,39,68,15,25,57,99,28,35,41,False
68,8,49,22,90,21,121,48,75,23,True
1,14,121,48,29,30,34,81,26,12,False
14,48,74,86,50,105,41,76,9,79,False
50,6,57,13,74,99,119,22,93,79,True
102,129,72,73,30,119,21,84,48,10,False
50,47,71,2,44,51,93,14,42,36,True
95,32,128,72,88,62,6,27,114,17,True
129,26,97,15,48,94,37,29,20,121,False
11,107,41,67,22,70,87,40,52,21,True
67,26,105,53,4,74,46,29,75,28,False
95,113,92,104,62,15,70,50,79,60,False
30,1,47,40,71,5,8,46,96,7,False
8,97,46,14,74,33,18,2,93,25,True
79,98,63,26,49,135,106,121,12,14,False
70,123,22,49,74,17,105,21,68,29,True
10,81,93,56,14,57,39,35,25,36,False
62,123,11,2,31,91,8,34,36,84,True
34,32,68,9,105,46,31,69,93,14,True
5,72,43,63,100,68,48,58,98,61,False
20,99,8,26,73,6,128,7,35,85,True
55,40,75,64,76,14,101,99,93,11,True
67,28,30,104,85,90,26,11,70,21,True
74,84,21,9,60,48,14,63,27,47,True
67,57,25,2,35,26,60,27,6,14,False
93,73,99,26,5,111,96,27,4,74,True
64,14,128,4,13,9,8,86,52,104,False
6,35,113,47,37,21,97,5,28,93,False
30,86,47,119,59,71,56,46,26,14,False
70,107,21,11,14,25,101,26,59,74,False
69,70,30,7,40,55,43,111,42,88,False
